MES,sexo,Edad,Ciudad de residencia,Departamento,Programa de Gobierno,Proceso,Tipo de Colocado,pertenece_hidrocarburos,tipo_de_proyecto_hidrocarburos,Tipo Contrato,Sector,Departamente sede,Municipio sede
MARZO,F,29,FLORIDABLANCA,SANTANDER,40 Mil Primeros Empleos,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,21,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,48,FLORIDABLANCA,SANTANDER,NA,ASESOR COMERCIAL,Directo por Remisión,false,n/a,Término Indefinido,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,F,24,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR CONTABLE,Directo por Remisión,false,n/a,Obra,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",SANTANDER,BUCARAMANGA
MARZO,M,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,33,PIEDECUESTA,SANTANDER,NA,ASESOR COMERCIAL MICROCRÉDITO - PIEDECUESTA,Directo por Remisión,false,n/a,Término Indefinido,Actividades auxiliares de las actividades de servicios financieros,SANTANDER,BUCARAMANGA
MARZO,F,28,GIRÓN,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,42,BUCARAMANGA,SANTANDER,NA,TÉCNICO COMERCIAL,Directo por Remisión,false,n/a,Término Fijo,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,M,54,BUCARAMANGA,SANTANDER,NA,ASESOR COMERCIAL,Directo por Remisión,false,n/a,Término Indefinido,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,M,29,GIRÓN,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,30,BUCARAMANGA,SANTANDER,Víctimas del conflicto armado,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,32,PIEDECUESTA,SANTANDER,NA,AUXILIAR COMERCIAL,Directo por Remisión,false,n/a,Obra,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,M,41,BUCARAMANGA,SANTANDER,NA,AUXILIARES DE BODEGA - CARGA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
MARZO,M,30,FLORIDABLANCA,SANTANDER,NA,CONDUCTOR - VENDEDOR,Directo por Remisión,false,n/a,Término Indefinido,Elaboración de productos alimenticios,SANTANDER,GIRÓN
MARZO,M,21,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESORES CALL CENTER CARTERA - SIN EXPERIENCIA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,18,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,37,BUCARAMANGA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,30,FLORIDABLANCA,SANTANDER,NA,TÉCNICOS DE INSTALACIÓN / MANTENIMIENTO,Indirecto por Direccionamiento,false,n/a,Obra,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,BUCARAMANGA
MARZO,F,25,BUCARAMANGA,SANTANDER,"40 Mil Primeros Empleos, Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,18,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESORES CALL CENTER CARTERA - SIN EXPERIENCIA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,24,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AGENTE MODERADOR DE CONTENIDO,Indirecto por Direccionamiento,false,n/a,Obra,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,SANTANDER,FLORIDABLANCA
MARZO,M,34,PIEDECUESTA,SANTANDER,NA,ASESOR COMERCIAL,Directo por Remisión,false,n/a,Término Indefinido,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
FEBRERO,M,32,BARRANCABERMEJA,SANTANDER,NA,OPERADOR DE CARGADOR,Indirecto por Direccionamiento,,Proyecto de Exploración On Shore,Obra,Otras actividades de servicios personales,SANTANDER,PUERTO WILCHES
MARZO,M,19,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERARIO PLANTA,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",SANTANDER,GIRÓN
MARZO,F,29,BUCARAMANGA,SANTANDER,NA,AUXILIAR COMERCIAL,Directo por Remisión,false,n/a,Obra,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,M,34,BUCARAMANGA,SANTANDER,Víctimas del conflicto armado,AUXILIAR LOGÍSTICO,Indirecto por Direccionamiento,false,n/a,Término Fijo,Educación,SANTANDER,BUCARAMANGA
MARZO,M,27,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,25,BARBOSA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,18,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,27,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
FEBRERO,M,32,BARRANCABERMEJA,SANTANDER,NA,OPERADOR DE CARGADOR,Indirecto por Direccionamiento,,Proyecto de Producción On Shore,Obra,Otras actividades de servicios personales,SANTANDER,BARRANCABERMEJA
MARZO,F,24,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,23,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,52,BUCARAMANGA,SANTANDER,NA,PL - PRÁCTICA LABORAL EN INGENIERÍA DE SISTEMAS,Indirecto por Direccionamiento,false,n/a,Aprendizaje,Construcción de edificios,SANTANDER,FLORIDABLANCA
MARZO,F,21,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,19,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,30,FLORIDABLANCA,SANTANDER,NA,ANALISTA DE DESARROLLO,Directo por Remisión,false,n/a,Término Fijo,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",SANTANDER,BUCARAMANGA
MARZO,F,36,BUCARAMANGA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,25,SOCORRO,SANTANDER,"40 Mil Primeros Empleos, Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,28,SAN GIL,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,26,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ANALISTA DE BIENESTAR,Directo por Remisión,false,n/a,Término Fijo,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",SANTANDER,BUCARAMANGA
MARZO,F,26,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,22,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,47,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",NA,OPERARIOS DE ASEO - DIFERENTES ZONAS DE BOGOTÁ,Indirecto por Direccionamiento,false,n/a,Obra,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)","BOGOTÁ, D.C.","BOGOTÁ, D.C."
MARZO,M,25,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,25,GIRÓN,SANTANDER,"40 Mil Primeros Empleos, Generación empleo jóvenes (Estrategia Sacúdete)",AUXILIAR CONTABLE,Directo por Remisión,false,n/a,Término Fijo,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
MARZO,M,24,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,23,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,44,FLORIDABLANCA,SANTANDER,NA,AUXILIAR MONITOREO,Directo por Remisión,false,n/a,Término Fijo,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",SANTANDER,BUCARAMANGA
MARZO,M,27,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR PANADERIA Y PASTELERÍA,Indirecto por Direccionamiento,false,n/a,Término Indefinido,Elaboración de productos alimenticios,SANTANDER,BUCARAMANGA
MARZO,F,31,BUCARAMANGA,SANTANDER,NA,AUXILIAR ADMINISTRATIVO/A SEDES,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",SANTANDER,BUCARAMANGA
ABRIL,F,37,PIEDECUESTA,SANTANDER,NA,AUXILIAR DE ENFERMERÍA  (administrativa),Directo Autopostulado,false,n/a,Término Fijo,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
ABRIL,F,37,PIEDECUESTA,SANTANDER,NA,AUXILIAR DE ENFERMERÍA (laboratorio),Directo por Remisión,false,n/a,Término Fijo,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,F,23,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),PROFESIONAL EN MERCADO Y COMUNICACIONES,Directo por Remisión,false,n/a,Término Indefinido,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,F,33,PIEDECUESTA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,49,BUCARAMANGA,SANTANDER,NA,TECNOLOGO EN RADIOLOGIA E IMAGENES DIAGNOSTICAS,Directo por Remisión,false,n/a,Término Fijo,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,M,35,BUCARAMANGA,SANTANDER,NA,AUXILIAR LOGÍSTICO,Directo por Remisión,false,n/a,Término Fijo,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",SANTANDER,BUCARAMANGA
MARZO,F,24,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),Operadores de call center.,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",SANTANDER,GIRÓN
FEBRERO,F,30,FLORIDABLANCA,SANTANDER,NA,Auxiliar de cocina,Indirecto por Direccionamiento,false,n/a,Obra,Actividades de servicios de comidas y bebidas,SANTANDER,BUCARAMANGA
MARZO,F,48,BUCARAMANGA,SANTANDER,NA,AGENTES DE CAJA / CAJERO,Indirecto por Direccionamiento,false,n/a,Término Indefinido,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",SANTANDER,BUCARAMANGA
MARZO,M,27,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,26,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUTORIZADOR@,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Actividades profesionales, científicas, técnicas y servicios administrativos",SANTANDER,FLORIDABLANCA
MARZO,M,26,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR LOGÍSTICO,Directo Autopostulado,false,n/a,Obra,Almacenamiento y actividades complementarias al transporte,SANTANDER,BUCARAMANGA
MARZO,M,36,BUCARAMANGA,SANTANDER,NA,ANALISTA DE INVENTARIOS,Directo por Remisión,false,n/a,Obra,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",SANTANDER,BUCARAMANGA
MARZO,F,30,FLORIDABLANCA,SANTANDER,NA,Auxiliar de cocina,Indirecto por Direccionamiento,false,n/a,Obra,Actividades de servicios de comidas y bebidas,SANTANDER,BUCARAMANGA
MARZO,M,23,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,26,FLORIDABLANCA,SANTANDER,"Generación empleo jóvenes (Estrategia Sacúdete), Misión TIC 2022",TÉCNICO/A O TECNÓLOGO/A EN SISTEMAS,Indirecto por Direccionamiento,false,n/a,Término Fijo,Actividades de asociaciones,SANTANDER,BUCARAMANGA
MARZO,M,23,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,48,BUCARAMANGA,SANTANDER,NA,GERENTE COMERCIAL,Directo por Remisión,false,n/a,Término Indefinido,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,M,45,BUCARAMANGA,SANTANDER,NA,LÍDER DE IMPUESTOS,Indirecto por Direccionamiento,false,n/a,Término Fijo,Actividades de empleo,SANTANDER,BUCARAMANGA
MARZO,F,37,GIRÓN,SANTANDER,NA,LIDER DE SEGURIDAD Y SALUD EN EL TRABAJO,Directo por Remisión,false,n/a,Término Fijo,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",SANTANDER,BUCARAMANGA
MARZO,M,30,BUCARAMANGA,SANTANDER,NA,JEFE DE ALMACÉN,Directo por Remisión,false,n/a,Término Fijo,"Transformación de la madera y fabricación de productos de madera y de corcho, excepto muebles; fabricación de artículos de cestería y espartería",SANTANDER,BUCARAMANGA
MARZO,M,38,BUCARAMANGA,SANTANDER,NA,ADMINISTRADOR ESTACIÓN DE SERVICIOS,Directo por Remisión,false,n/a,Término Fijo,Actividades de empleo,SANTANDER,BUCARAMANGA
MARZO,F,18,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),CUIDADOR DOMICILIARIO ÁREA METROPOLITANA DE B/MANGA - PRESTACIÓN DE SERVICIOS,Indirecto por Direccionamiento,false,n/a,Prest. de Servicios,Actividades de atención residencial medicalizada,SANTANDER,BUCARAMANGA
MARZO,M,28,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",Víctimas del conflicto armado,TECNICO II RED HOGAR/ INSTALACIONES,Indirecto por Direccionamiento,false,n/a,Obra,Telecomunicaciones,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
MARZO,F,20,BUCARAMANGA,SANTANDER,"Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,29,BUCARAMANGA,SANTANDER,NA,CONDUCTORES,Directo por Remisión,false,n/a,Término Fijo,Actividades de asociaciones,SANTANDER,BUCARAMANGA
MARZO,M,21,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,29,BUCARAMANGA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,29,SANTA MARTA,MAGDALENA,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,19,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR CONTABLE,Indirecto por Direccionamiento,false,n/a,Término Fijo,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,F,42,BUCARAMANGA,SANTANDER,NA,OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,20,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,37,BUCARAMANGA,SANTANDER,NA,AUXILIAR DE PANADERIA,Directo por Remisión,false,n/a,Término Indefinido,Elaboración de productos alimenticios,SANTANDER,GIRÓN
MARZO,M,24,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR CONTABLE,Directo por Remisión,false,n/a,Término Fijo,Actividades de empleo,SANTANDER,BUCARAMANGA
MARZO,M,28,BUCARAMANGA,SANTANDER,NA,PROMOTORES,Directo por Remisión,false,n/a,Obra,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
ABRIL,M,29,BUCARAMANGA,SANTANDER,NA,ASESORES CALL CENTER CARTERA - SIN EXPERIENCIA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,24,GIRÓN,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),FISIOTERAPEUTA,Directo por Remisión,false,n/a,Término Fijo,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
MARZO,F,21,BUCARAMANGA,SANTANDER,"Generación empleo jóvenes (Estrategia Sacúdete), Víctimas del conflicto armado",ASESOR COMERCIAL.,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",SANTANDER,GIRÓN
MARZO,F,37,BUCARAMANGA,SANTANDER,NA,ASESOR COMERCIAL TAT,Directo por Remisión,false,n/a,Obra,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
MARZO,F,18,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,28,FLORIDABLANCA,SANTANDER,NA,CONDUCTORES,Directo por Remisión,false,n/a,Término Fijo,Actividades de asociaciones,SANTANDER,BUCARAMANGA
MARZO,M,44,FLORIDABLANCA,SANTANDER,NA,ASESOR COMERCIAL CORPORATIVO,Directo por Remisión,false,n/a,Obra,Actividades de los hogares individuales como empleadores de personal doméstico,SANTANDER,PIEDECUESTA
MARZO,F,19,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,24,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR LOGISTICO,Indirecto por Direccionamiento,false,n/a,Obra,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,SANTANDER,BUCARAMANGA
ABRIL,M,29,BUCARAMANGA,SANTANDER,NA,ASESOR DE COBRANZAS,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,GIRÓN
MARZO,M,19,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,24,"BOGOTÁ, D.C.","BOGOTÁ, D.C.","40 Mil Primeros Empleos, Generación empleo jóvenes (Estrategia Sacúdete)",OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,M,28,LEBRIJA,SANTANDER,NA,OPERARIO DE PRODUCCIÓN - LEBRIJA,Indirecto por Direccionamiento,false,n/a,Obra,Elaboración de bebidas,SANTANDER,LEBRIJA
MARZO,M,24,PIEDECUESTA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,24,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESOR DE COBRANZAS,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,GIRÓN
MARZO,F,30,GIRÓN,SANTANDER,NA,AUXILIAR DE CONTRATACIÓN,Indirecto por Direccionamiento,false,n/a,Término Fijo,Actividades de atención residencial medicalizada,SANTANDER,BUCARAMANGA
MARZO,M,24,FLORIDABLANCA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),PROMOTORES,Directo por Remisión,false,n/a,Obra,Otras actividades de servicios personales,SANTANDER,BUCARAMANGA
MARZO,F,38,GIRÓN,SANTANDER,NA,VENDEDOR DE SERVICIOS - ISLEROS,Directo por Remisión,false,n/a,Término Fijo,Actividades de empleo,SANTANDER,BUCARAMANGA
ABRIL,M,34,BUCARAMANGA,SANTANDER,NA,ASISTENTE ADMINISTRATIVO(A),Directo Autopostulado,false,n/a,Término Fijo,"Suministro de electricidad, gas, vapor y aire acondicionado",SANTANDER,BUCARAMANGA
MARZO,M,27,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
ABRIL,F,49,FLORIDABLANCA,SANTANDER,NA,DIRECTOR ADMINISTRATIVO Y FINANCIERO,Directo por Remisión,false,n/a,Término Fijo,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,SANTANDER,BUCARAMANGA
ABRIL,F,49,BUCARAMANGA,SANTANDER,Víctimas del conflicto armado,AUXILIAR CONTABLE,Directo por Remisión,false,n/a,Término Fijo,Alojamiento,SANTANDER,BUCARAMANGA
ABRIL,M,27,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESORES CALL CENTER CARTERA - SIN EXPERIENCIA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,24,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
ABRIL,F,24,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),ASESORES CALL CENTER CARTERA - SIN EXPERIENCIA,Indirecto por Direccionamiento,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
MARZO,F,18,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),OPERADOR COBRO JURÍDICO,Directo por Remisión,false,n/a,Término Fijo,Telecomunicaciones,SANTANDER,BUCARAMANGA
ABRIL,F,31,BUCARAMANGA,SANTANDER,NA,MEDICO GENERAL (MEDIO TIEMPO),Directo por Remisión,false,n/a,Término Fijo,Actividades de atención de la salud humana,SANTANDER,BUCARAMANGA
ABRIL,F,26,BUCARAMANGA,SANTANDER,Generación empleo jóvenes (Estrategia Sacúdete),AUXILIAR DE CARTERA,Indirecto por Direccionamiento,false,n/a,Término Fijo,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",SANTANDER,BUCARAMANGA
